CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment
12879.0,45,3,573.22,3,2,3,8,2,Loyal Customers
12881.0,276,1,298.0,1,1,2,4,0,At Risk
12882.0,9,2,1463.04,5,1,4,10,3,Potential Loyalists
12883.0,25,4,703.47,4,3,3,10,2,Loyal Customers
12884.0,88,1,309.05,2,1,2,5,0,At Risk
12885.0,63,3,1175.22,3,2,4,9,2,Loyal Customers
12886.0,68,2,1378.4,3,1,4,8,2,Loyal Customers
12888.0,214,2,354.12,1,1,2,4,0,At Risk
12890.0,24,1,375.07,4,1,2,7,3,Potential Loyalists
12891.0,186,3,331.0,1,2,2,5,0,At Risk
12893.0,31,1,149.2,4,1,1,6,3,Potential Loyalists
12895.0,42,2,372.8,3,1,2,6,3,Potential Loyalists
12897.0,205,2,216.5,1,1,1,3,0,At Risk
12901.0,9,28,17654.54,5,4,5,14,1,Champions
12902.0,265,1,138.68,1,1,1,3,0,At Risk
12904.0,18,2,479.81,4,1,3,8,3,Potential Loyalists
12906.0,12,5,2919.81,5,3,5,13,1,Champions
12908.0,176,2,750.0,2,1,3,6,0,At Risk
12909.0,40,5,2163.82,3,3,5,11,2,Loyal Customers
12910.0,23,8,3075.04,4,4,5,13,1,Champions
12912.0,3,5,1662.3,5,3,4,12,1,Champions
12913.0,5,5,2483.63,5,3,5,13,1,Champions
12915.0,149,2,363.65,2,1,2,5,0,At Risk
12916.0,139,4,2861.95,2,3,5,10,2,Loyal Customers
12917.0,128,1,594.0,2,1,3,6,0,At Risk
12919.0,8,6,1335.19,5,3,4,12,1,Champions
12920.0,17,1,162.78,4,1,1,6,3,Potential Loyalists
12921.0,9,37,16587.09,5,4,5,14,1,Champions
12922.0,161,1,405.38,2,1,2,5,0,At Risk
12923.0,64,1,172.82,3,1,1,5,0,At Risk
12924.0,88,4,788.14,2,3,3,8,2,Loyal Customers
12925.0,5,2,694.05,5,1,3,9,3,Potential Loyalists
12928.0,35,5,2062.7000000000003,3,3,5,11,2,Loyal Customers
12929.0,312,1,117.85,1,1,1,3,0,At Risk
12930.0,78,2,415.8,2,1,2,5,0,At Risk
12931.0,22,15,41260.76,4,4,5,13,1,Champions
12933.0,24,3,600.03,4,2,3,9,3,Potential Loyalists
12935.0,2,7,2160.7,5,4,5,14,1,Champions
12936.0,17,4,1063.9,4,3,4,11,2,Loyal Customers
12937.0,15,4,1504.27,4,3,4,11,2,Loyal Customers
12938.0,26,1,114.14,4,1,1,6,3,Potential Loyalists
12939.0,64,8,11581.8,3,4,5,12,1,Champions
12940.0,55,2,884.69,3,1,3,7,2,Loyal Customers
12942.0,131,3,675.6,2,2,3,7,2,Loyal Customers
12944.0,36,2,604.51,3,1,3,7,3,Potential Loyalists
12945.0,288,1,462.95,1,1,3,5,0,At Risk
12947.0,144,6,1603.99,2,3,4,9,2,Loyal Customers
12948.0,16,7,2064.95,4,4,5,13,1,Champions
12949.0,31,8,4167.22,4,4,5,13,1,Champions
12950.0,2,3,1843.0,5,2,4,11,3,Potential Loyalists
12951.0,9,6,1064.07,5,3,4,12,1,Champions
12952.0,6,4,1387.79,5,3,4,12,3,Potential Loyalists
12953.0,10,1,329.85,5,1,2,8,3,Potential Loyalists
12955.0,1,11,4757.16,5,4,5,14,1,Champions
12956.0,306,1,108.07,1,1,1,3,0,At Risk
12957.0,10,8,4017.54,5,4,5,14,1,Champions
12962.0,7,2,266.39,5,1,2,8,3,Potential Loyalists
12963.0,8,8,1856.63,5,4,4,13,1,Champions
12965.0,89,1,769.8100000000001,2,1,3,6,0,At Risk
12966.0,10,1,160.18,5,1,1,7,3,Potential Loyalists
12967.0,358,2,1660.9,1,1,4,6,2,Loyal Customers
12968.0,112,1,135.95,2,1,1,4,0,At Risk
12970.0,7,4,376.73,5,3,2,10,3,Potential Loyalists
12971.0,4,86,11189.91,5,4,5,14,1,Champions
12974.0,198,1,144.8,1,1,1,3,0,At Risk
12976.0,212,1,738.6,1,1,3,5,0,At Risk
12977.0,156,1,39.239999999999995,2,1,1,4,0,At Risk
12980.0,158,9,7374.900000000001,2,4,5,11,2,Loyal Customers
12981.0,30,2,372.21999999999997,4,1,2,7,3,Potential Loyalists
12982.0,243,1,390.54,1,1,2,4,0,At Risk
12984.0,19,1,97.5,4,1,1,6,3,Potential Loyalists
12985.0,1,2,1239.38,5,1,4,10,3,Potential Loyalists
12987.0,74,2,558.7,2,1,3,6,0,At Risk
12988.0,292,1,476.42,1,1,3,5,0,At Risk
12989.0,3,15,6924.110000000001,5,4,5,14,1,Champions
12990.0,31,3,409.5,4,2,2,8,3,Potential Loyalists
12991.0,23,2,503.76,4,1,3,8,3,Potential Loyalists
12993.0,23,4,414.76,4,3,2,9,3,Potential Loyalists
12994.0,4,3,974.4200000000001,5,2,4,11,3,Potential Loyalists
12995.0,85,1,211.32,2,1,1,4,0,At Risk
12997.0,22,4,1226.89,4,3,4,11,2,Loyal Customers
12999.0,196,3,455.88,1,2,2,5,0,At Risk
13000.0,107,3,534.85,2,2,3,7,2,Loyal Customers
13001.0,4,13,9708.78,5,4,5,14,1,Champions
13002.0,318,1,120.94999999999999,1,1,1,3,0,At Risk
13003.0,106,3,149.05,2,2,1,5,0,At Risk
13004.0,12,18,5655.91,5,4,5,14,1,Champions
13005.0,174,2,513.7,2,1,3,6,0,At Risk
13006.0,56,1,81.57,3,1,1,5,0,At Risk
13008.0,323,1,229.46999999999997,1,1,1,3,0,At Risk
13011.0,372,1,50.550000000000004,1,1,1,3,0,At Risk
13012.0,9,8,1646.8400000000001,5,4,4,13,1,Champions
13013.0,1,13,4810.9400000000005,5,4,5,14,1,Champions
13014.0,11,10,3466.2799999999997,5,4,5,14,1,Champions
13015.0,53,5,3339.64,3,3,5,11,2,Loyal Customers
13016.0,73,3,789.89,2,2,3,7,2,Loyal Customers
13017.0,7,1,204.0,5,1,1,7,3,Potential Loyalists
13018.0,16,28,7277.7,4,4,5,13,1,Champions
13021.0,4,9,2616.38,5,4,5,14,1,Champions
13023.0,64,2,689.9,3,1,3,7,2,Loyal Customers
13026.0,1,5,975.36,5,3,4,12,1,Champions
13027.0,114,6,6912.0,2,3,5,10,2,Loyal Customers
13028.0,23,2,661.3199999999999,4,1,3,8,3,Potential Loyalists
13029.0,31,3,1247.5,4,2,4,10,2,Loyal Customers
13030.0,11,2,633.96,5,1,3,9,3,Potential Loyalists
13032.0,52,2,1010.18,3,1,4,8,2,Loyal Customers
13033.0,357,1,190.55,1,1,1,3,0,At Risk
13034.0,55,2,642.77,3,1,3,7,2,Loyal Customers
13035.0,74,2,921.88,2,1,4,7,2,Loyal Customers
13037.0,138,3,881.07,2,2,3,7,2,Loyal Customers
13038.0,80,3,908.46,2,2,4,8,2,Loyal Customers
13040.0,9,2,676.99,5,1,3,9,3,Potential Loyalists
13043.0,273,1,516.42,1,1,3,5,0,At Risk
13044.0,291,1,560.47,1,1,3,5,0,At Risk
13045.0,99,1,305.28000000000003,2,1,2,5,0,At Risk
13046.0,31,2,629.31,4,1,3,8,3,Potential Loyalists
13047.0,32,10,3237.54,4,4,5,13,1,Champions
13048.0,14,4,1810.91,4,3,4,11,2,Loyal Customers
13049.0,64,2,656.6800000000001,3,1,3,7,2,Loyal Customers
13050.0,15,17,5829.33,4,4,5,13,1,Champions
13052.0,212,1,348.15000000000003,1,1,2,4,0,At Risk
13055.0,78,3,1214.41,2,2,4,8,2,Loyal Customers
13058.0,25,3,271.40000000000003,4,2,2,8,3,Potential Loyalists
13059.0,250,1,183.4,1,1,1,3,0,At Risk
13060.0,254,1,307.53,1,1,2,4,0,At Risk
13061.0,72,1,248.61,2,1,2,5,0,At Risk
13062.0,191,1,346.98,1,1,2,4,0,At Risk
13064.0,13,4,1100.64,5,3,4,12,2,Loyal Customers
13065.0,373,1,205.86,1,1,1,3,0,At Risk
13066.0,24,2,470.8,4,1,3,8,3,Potential Loyalists
13067.0,82,1,99.56,2,1,1,4,0,At Risk
13068.0,10,2,344.0,5,1,2,8,3,Potential Loyalists
13069.0,1,24,4415.65,5,4,5,14,1,Champions
13070.0,192,1,228.8,1,1,1,3,0,At Risk
13072.0,267,1,177.15,1,1,1,3,0,At Risk
13075.0,130,1,919.61,2,1,4,7,0,At Risk
13077.0,1,4,728.02,5,3,3,11,3,Potential Loyalists
13078.0,3,26,12627.94,5,4,5,14,1,Champions
13079.0,4,5,220.10000000000002,5,3,1,9,3,Potential Loyalists
13080.0,179,1,58.08,1,1,1,3,0,At Risk
13081.0,12,11,28337.38,5,4,5,14,1,Champions
13082.0,126,9,3613.63,2,4,5,11,2,Loyal Customers
13083.0,4,2,303.75,5,1,2,8,3,Potential Loyalists
13085.0,158,2,416.08000000000004,2,1,2,5,0,At Risk
13089.0,3,97,58682.28,5,4,5,14,1,Champions
13090.0,9,14,8910.82,5,4,5,14,1,Champions
13091.0,28,1,345.82,4,1,2,7,3,Potential Loyalists
13092.0,71,5,477.83,3,3,3,9,2,Loyal Customers
13093.0,276,8,7832.47,1,4,5,10,2,Loyal Customers
13094.0,21,12,1927.3200000000002,4,4,4,12,1,Champions
13095.0,71,1,74.39999999999999,3,1,1,5,0,At Risk
13097.0,33,10,5946.17,4,4,5,13,1,Champions
13098.0,1,28,28882.44,5,4,5,14,1,Champions
13099.0,99,1,207.35999999999999,2,1,1,4,0,At Risk
13101.0,234,1,101.19,1,1,1,3,0,At Risk
13102.0,1,24,6424.09,5,4,5,14,1,Champions
13103.0,40,1,243.94,3,1,2,6,3,Potential Loyalists
13104.0,3,6,1098.48,5,3,4,12,1,Champions
13106.0,133,1,76.5,2,1,1,4,0,At Risk
13107.0,44,4,1531.6200000000001,3,3,4,10,2,Loyal Customers
13108.0,373,1,350.06,1,1,2,4,0,At Risk
13109.0,60,2,786.54,3,1,3,7,2,Loyal Customers
13110.0,31,7,1487.22,4,4,4,12,2,Loyal Customers
13113.0,1,24,12241.01,5,4,5,14,1,Champions
13115.0,12,4,2294.78,5,3,5,13,2,Loyal Customers
13116.0,138,1,501.14,2,1,3,6,0,At Risk
13117.0,22,8,984.91,4,4,4,12,2,Loyal Customers
13118.0,20,5,1197.81,4,3,4,11,2,Loyal Customers
13120.0,239,1,30.599999999999998,1,1,1,3,0,At Risk
13121.0,269,1,283.73,1,1,2,4,0,At Risk
13122.0,94,2,922.39,2,1,4,7,2,Loyal Customers
13124.0,90,3,3708.73,2,2,5,9,2,Loyal Customers
13126.0,5,8,2099.64,5,4,5,14,1,Champions
13127.0,78,1,259.17,2,1,2,5,0,At Risk
13130.0,94,1,64.0,2,1,1,4,0,At Risk
13131.0,23,3,1073.3,4,2,4,10,2,Loyal Customers
13132.0,262,1,77.3,1,1,1,3,0,At Risk
13133.0,274,2,109.8,1,1,1,3,0,At Risk
13134.0,86,4,1793.58,2,3,4,9,2,Loyal Customers
13135.0,197,1,3096.0,1,1,5,7,2,Loyal Customers
13136.0,56,5,2607.61,3,3,5,11,2,Loyal Customers
13137.0,11,8,3392.72,5,4,5,14,1,Champions
13138.0,22,6,962.39,4,3,4,11,2,Loyal Customers
13139.0,16,7,5064.94,4,4,5,13,1,Champions
13140.0,108,3,422.47,2,2,2,6,0,At Risk
13141.0,85,5,2388.75,2,3,5,10,2,Loyal Customers
13142.0,19,1,307.09,4,1,2,7,3,Potential Loyalists
13144.0,333,1,110.95,1,1,1,3,0,At Risk
13145.0,40,4,618.52,3,3,3,9,2,Loyal Customers
13146.0,26,1,222.41,4,1,1,6,3,Potential Loyalists
13147.0,10,4,712.8000000000001,5,3,3,11,3,Potential Loyalists
13148.0,29,12,3635.03,4,4,5,13,1,Champions
13149.0,14,4,1676.06,4,3,4,11,2,Loyal Customers
13151.0,296,1,1248.57,1,1,4,6,0,At Risk
13153.0,6,1,486.22,5,1,3,9,3,Potential Loyalists
13155.0,33,4,965.86,4,3,4,11,2,Loyal Customers
13157.0,49,4,1741.22,3,3,4,10,2,Loyal Customers
13158.0,95,4,1201.06,2,3,4,9,2,Loyal Customers
13159.0,9,4,1428.1,5,3,4,12,2,Loyal Customers
13160.0,22,1,91.8,4,1,1,6,3,Potential Loyalists
13161.0,313,1,112.75,1,1,1,3,0,At Risk
13162.0,122,4,1688.29,2,3,4,9,2,Loyal Customers
13165.0,46,2,1021.48,3,1,4,8,2,Loyal Customers
13166.0,283,1,399.15,1,1,2,4,0,At Risk
13167.0,19,4,791.33,4,3,3,10,2,Loyal Customers
13168.0,36,4,1292.01,3,3,4,10,2,Loyal Customers
13169.0,64,2,712.88,3,1,3,7,2,Loyal Customers
13170.0,27,1,107.64,4,1,1,6,3,Potential Loyalists
13171.0,22,3,468.41,4,2,3,9,3,Potential Loyalists
13173.0,4,2,353.65,5,1,2,8,3,Potential Loyalists
13174.0,16,3,2567.85,4,2,5,11,2,Loyal Customers
13176.0,46,1,479.83,3,1,3,7,3,Potential Loyalists
13177.0,65,1,282.45,3,1,2,6,0,At Risk
13178.0,26,11,5725.47,4,4,5,13,1,Champions
13182.0,45,1,121.18,3,1,1,5,0,At Risk
13183.0,8,9,3957.78,5,4,5,14,1,Champions
13184.0,15,10,1666.63,4,4,4,12,1,Champions
13185.0,268,1,71.4,1,1,1,3,0,At Risk
13186.0,40,3,1575.89,3,2,4,9,2,Loyal Customers
13187.0,337,1,236.02,1,1,1,3,0,At Risk
13188.0,11,1,114.60000000000001,5,1,1,7,3,Potential Loyalists
13189.0,19,2,260.68,4,1,2,7,3,Potential Loyalists
13192.0,95,2,911.94,2,1,4,7,2,Loyal Customers
13193.0,61,1,104.23,3,1,1,5,0,At Risk
13194.0,136,1,60.7,2,1,1,4,0,At Risk
13196.0,11,4,1797.78,5,3,4,12,2,Loyal Customers
13198.0,10,6,3401.2400000000002,5,3,5,13,1,Champions
13199.0,4,38,9817.12,5,4,5,14,1,Champions
13200.0,19,4,870.09,4,3,3,10,2,Loyal Customers
13203.0,10,4,869.46,5,3,3,11,3,Potential Loyalists
13207.0,15,2,250.26000000000002,4,1,2,7,3,Potential Loyalists
13208.0,59,6,1203.08,3,3,4,10,2,Loyal Customers
13209.0,30,8,5861.01,4,4,5,13,1,Champions
13210.0,94,1,353.48,2,1,2,5,0,At Risk
13211.0,10,3,1088.92,5,2,4,11,3,Potential Loyalists
13212.0,20,3,783.53,4,2,3,9,3,Potential Loyalists
13213.0,57,5,1520.58,3,3,4,10,2,Loyal Customers
13216.0,268,1,333.74,1,1,2,4,0,At Risk
13217.0,122,3,533.98,2,2,3,7,2,Loyal Customers
13218.0,127,1,62.63999999999999,2,1,1,4,0,At Risk
13220.0,78,4,819.2900000000001,2,3,3,8,2,Loyal Customers
13221.0,240,2,847.41,1,1,3,5,0,At Risk
13223.0,200,2,163.20000000000002,1,1,1,3,0,At Risk
13224.0,60,2,2155.95,3,1,5,9,2,Loyal Customers
13225.0,3,7,6463.84,5,4,5,14,1,Champions
13226.0,273,1,108.21000000000001,1,1,1,3,0,At Risk
13227.0,202,1,257.7,1,1,2,4,0,At Risk
13228.0,81,1,358.0,2,1,2,5,0,At Risk
13229.0,226,1,160.95,1,1,1,3,0,At Risk
13230.0,4,14,2709.99,5,4,5,14,1,Champions
13232.0,13,7,1322.3,5,4,4,13,1,Champions
13233.0,74,2,605.12,2,1,3,6,2,Loyal Customers
13235.0,212,1,973.1700000000001,1,1,4,6,0,At Risk
13236.0,24,2,744.85,4,1,3,8,3,Potential Loyalists
13238.0,17,4,700.73,4,3,3,10,3,Potential Loyalists
13239.0,262,1,329.56,1,1,2,4,0,At Risk
13240.0,96,4,651.8000000000001,2,3,3,8,2,Loyal Customers
13242.0,112,3,270.40000000000003,2,2,2,6,0,At Risk
13243.0,203,1,578.32,1,1,3,5,0,At Risk
13244.0,93,1,121.74000000000001,2,1,1,4,0,At Risk
13245.0,51,1,430.5,3,1,2,6,0,At Risk
13246.0,18,6,1945.02,4,3,5,12,2,Loyal Customers
13247.0,18,4,501.12,4,3,3,10,3,Potential Loyalists
13248.0,125,2,465.68,2,1,3,6,0,At Risk
13249.0,92,3,711.41,2,2,3,7,2,Loyal Customers
13253.0,157,2,1030.4,2,1,4,7,2,Loyal Customers
13255.0,9,2,399.51,5,1,2,8,3,Potential Loyalists
13258.0,12,3,665.88,5,2,3,10,3,Potential Loyalists
13259.0,62,1,266.95,3,1,2,6,0,At Risk
13260.0,61,1,557.62,3,1,3,7,0,At Risk
13261.0,269,2,944.1,1,1,4,6,0,At Risk
13262.0,263,1,200.29,1,1,1,3,0,At Risk
13263.0,1,35,7298.93,5,4,5,14,1,Champions
13265.0,53,5,2092.66,3,3,5,11,2,Loyal Customers
13266.0,11,12,3834.2599999999998,5,4,5,14,1,Champions
13267.0,3,19,4521.49,5,4,5,14,1,Champions
13268.0,18,11,3144.15,4,4,5,13,1,Champions
13269.0,1,15,5341.63,5,4,5,14,1,Champions
13270.0,366,1,590.0,1,1,3,5,0,At Risk
13271.0,37,1,183.82,3,1,1,5,3,Potential Loyalists
13272.0,31,2,276.56,4,1,2,7,3,Potential Loyalists
13273.0,113,1,138.98,2,1,1,4,0,At Risk
13276.0,64,2,590.9300000000001,3,1,3,7,2,Loyal Customers
13277.0,16,4,258.4,4,3,2,9,3,Potential Loyalists
13278.0,41,1,542.73,3,1,3,7,3,Potential Loyalists
13279.0,78,1,137.75,2,1,1,4,0,At Risk
13280.0,122,3,787.16,2,2,3,7,2,Loyal Customers
13282.0,18,3,1132.14,4,2,4,10,2,Loyal Customers
13283.0,60,2,93.66,3,1,1,5,0,At Risk
13284.0,331,1,201.19,1,1,1,3,0,At Risk
13285.0,23,4,2709.12,4,3,5,12,2,Loyal Customers
13291.0,156,1,358.59,2,1,2,5,0,At Risk
13292.0,39,2,578.9399999999999,3,1,3,7,3,Potential Loyalists
13294.0,190,2,873.74,1,1,3,5,0,At Risk
13295.0,360,1,201.20000000000002,1,1,1,3,0,At Risk
13296.0,137,1,87.4,2,1,1,4,0,At Risk
13297.0,8,4,2089.85,5,3,5,13,1,Champions
13298.0,1,1,360.0,5,1,2,8,3,Potential Loyalists
13299.0,268,1,142.5,1,1,1,3,0,At Risk
13300.0,169,1,371.89,2,1,2,5,0,At Risk
13301.0,104,4,618.09,2,3,3,8,2,Loyal Customers
13302.0,155,1,63.75,2,1,1,4,0,At Risk
13304.0,351,1,300.42,1,1,2,4,0,At Risk
13305.0,4,10,2000.86,5,4,5,14,1,Champions
13307.0,120,1,15.0,2,1,1,4,0,At Risk
13308.0,23,3,1385.51,4,2,4,10,2,Loyal Customers
13309.0,7,5,1456.79,5,3,4,12,1,Champions
13310.0,28,3,1132.03,4,2,4,10,2,Loyal Customers
13311.0,4,2,598.57,5,1,3,9,3,Potential Loyalists
13313.0,22,5,1555.32,4,3,4,11,2,Loyal Customers
13314.0,2,3,761.09,5,2,3,10,3,Potential Loyalists
13316.0,37,4,5732.93,3,3,5,11,2,Loyal Customers
13317.0,66,6,2273.68,3,3,5,11,2,Loyal Customers
13318.0,1,3,640.76,5,2,3,10,3,Potential Loyalists
13319.0,5,26,10845.550000000001,5,4,5,14,1,Champions
13320.0,78,4,1532.2,2,3,4,9,2,Loyal Customers
13321.0,72,2,567.36,2,1,3,6,0,At Risk
13322.0,17,1,199.48000000000002,4,1,1,6,3,Potential Loyalists
13323.0,3,5,787.85,5,3,3,11,3,Potential Loyalists
13324.0,36,10,7121.95,3,4,5,12,1,Champions
13325.0,82,1,675.3,2,1,3,6,0,At Risk
13327.0,39,8,3627.77,3,4,5,12,2,Loyal Customers
13328.0,316,1,1308.48,1,1,4,6,0,At Risk
13329.0,32,2,789.0,4,1,3,8,3,Potential Loyalists
13330.0,93,3,1140.93,2,2,4,8,2,Loyal Customers
13332.0,14,1,350.9,4,1,2,7,3,Potential Loyalists
13334.0,82,3,3447.37,2,2,5,9,2,Loyal Customers
13336.0,77,1,795.12,2,1,3,6,0,At Risk
13338.0,158,1,487.02,2,1,3,6,0,At Risk
13339.0,201,1,860.12,1,1,3,5,0,At Risk
13340.0,45,7,10736.48,3,4,5,12,1,Champions
13341.0,261,1,775.85,1,1,3,5,0,At Risk
13343.0,178,1,353.43,2,1,2,5,0,At Risk
13344.0,68,3,2511.69,3,2,5,10,2,Loyal Customers
13345.0,288,1,389.5,1,1,2,4,0,At Risk
13347.0,70,1,341.36,3,1,2,6,0,At Risk
13348.0,64,1,233.76,3,1,1,5,0,At Risk
13349.0,11,1,247.32,5,1,2,8,3,Potential Loyalists
13350.0,16,2,979.12,4,1,4,9,3,Potential Loyalists
13351.0,66,1,373.94,3,1,2,6,0,At Risk
13352.0,60,1,397.97999999999996,3,1,2,6,0,At Risk
13354.0,71,1,743.53,3,1,3,7,0,At Risk
13355.0,122,1,674.7,2,1,3,6,0,At Risk
13356.0,80,1,768.24,2,1,3,6,0,At Risk
13357.0,257,1,584.9,1,1,3,5,0,At Risk
13358.0,269,1,439.03,1,1,2,4,0,At Risk
13359.0,64,1,439.56,3,1,2,6,0,At Risk
13362.0,9,4,3090.7400000000002,5,3,5,13,1,Champions
13363.0,18,2,992.5,4,1,4,9,3,Potential Loyalists
13364.0,71,1,134.95999999999998,3,1,1,5,0,At Risk
13365.0,34,2,2225.37,3,1,5,9,2,Loyal Customers
13366.0,50,1,56.160000000000004,3,1,1,5,0,At Risk
13368.0,257,2,623.4,1,1,3,5,0,At Risk
13369.0,366,1,308.28000000000003,1,1,2,4,0,At Risk
13370.0,372,1,754.87,1,1,3,5,0,At Risk
13372.0,90,1,378.64,2,1,2,5,0,At Risk
13373.0,61,3,3312.25,3,2,5,10,2,Loyal Customers
13375.0,89,1,778.65,2,1,3,6,0,At Risk
13376.0,99,3,1019.76,2,2,4,8,2,Loyal Customers
13379.0,26,3,555.72,4,2,3,9,3,Potential Loyalists
13381.0,32,6,3639.31,4,3,5,12,2,Loyal Customers
13382.0,281,1,222.99,1,1,1,3,0,At Risk
13384.0,31,7,4151.93,4,4,5,13,1,Champions
13385.0,330,1,534.57,1,1,3,5,0,At Risk
13388.0,131,2,677.1,2,1,3,6,0,At Risk
13389.0,11,3,797.96,5,2,3,10,3,Potential Loyalists
13390.0,75,1,544.08,2,1,3,6,0,At Risk
13391.0,204,1,59.8,1,1,1,3,0,At Risk
13394.0,2,8,2520.02,5,4,5,14,1,Champions
13395.0,185,1,307.72,1,1,2,4,0,At Risk
13396.0,29,2,1360.99,4,1,4,9,2,Loyal Customers
13397.0,73,5,1544.13,2,3,4,9,2,Loyal Customers
13398.0,192,1,457.34,1,1,2,4,0,At Risk
13402.0,127,2,621.23,2,1,3,6,0,At Risk
13403.0,18,1,75.0,4,1,1,6,3,Potential Loyalists
13404.0,1,2,252.49,5,1,2,8,3,Potential Loyalists
13405.0,74,3,572.45,2,2,3,7,2,Loyal Customers
13408.0,2,62,28117.04,5,4,5,14,1,Champions
13410.0,24,5,1003.06,4,3,4,11,2,Loyal Customers
13411.0,107,1,209.8,2,1,1,4,0,At Risk
13414.0,134,3,1390.5,2,2,4,8,2,Loyal Customers
13416.0,44,2,712.5,3,1,3,7,2,Loyal Customers
13417.0,5,2,640.83,5,1,3,9,3,Potential Loyalists
13418.0,12,18,6127.43,5,4,5,14,1,Champions
13419.0,64,1,221.06,3,1,1,5,0,At Risk
13420.0,150,2,159.85,2,1,1,4,0,At Risk
13421.0,40,2,1794.11,3,1,4,8,2,Loyal Customers
13422.0,64,1,2626.3,3,1,5,9,2,Loyal Customers
13425.0,108,3,1624.21,2,2,4,8,2,Loyal Customers
13426.0,1,10,3641.32,5,4,5,14,1,Champions
13427.0,19,3,582.6,4,2,3,9,3,Potential Loyalists
13428.0,10,1,199.29,5,1,1,7,3,Potential Loyalists
13429.0,11,4,1006.8,5,3,4,12,3,Potential Loyalists
13430.0,19,2,679.45,4,1,3,8,3,Potential Loyalists
13431.0,67,2,1269.1,3,1,4,8,2,Loyal Customers
13434.0,74,2,534.24,2,1,3,6,0,At Risk
13435.0,5,7,3790.09,5,4,5,14,1,Champions
13436.0,2,1,196.89,5,1,1,7,3,Potential Loyalists
13437.0,14,7,3408.06,4,4,5,13,1,Champions
13439.0,255,1,283.71,1,1,2,4,0,At Risk
13441.0,92,1,296.64,2,1,2,5,0,At Risk
13447.0,23,3,1129.14,4,2,4,10,2,Loyal Customers
13448.0,17,6,3478.19,4,3,5,12,1,Champions
13449.0,24,1,291.88,4,1,2,7,3,Potential Loyalists
13450.0,27,6,2043.7199999999998,4,3,5,12,2,Loyal Customers
13451.0,26,5,2870.45,4,3,5,12,2,Loyal Customers
13452.0,259,2,590.0,1,1,3,5,0,At Risk
13453.0,166,2,356.97999999999996,2,1,2,5,0,At Risk
13455.0,25,2,1058.34,4,1,4,9,3,Potential Loyalists
13456.0,18,6,1766.72,4,3,4,11,2,Loyal Customers
13458.0,7,14,9646.57,5,4,5,14,1,Champions
13460.0,29,2,183.44,4,1,1,6,3,Potential Loyalists
